Rowid,Country,State lgd code,State,District lgd code,District,Year,Type of residence namely rural or urban,Number of census houses,Houses having grass or thatch or bamboo etc. as material of wall,Houses having plastic or polythene as material of wall,Houses having mud or unburnt brick as material of wall,Houses having wood as material of wall,Houses having stone not packed with mortar as material of wall,Houses having stone packed with mortar as material of wall,Houses having galvanized iron (gi) sheets or metal or asbestos sheets as material of wall,Houses having burnt brick as material of wall,Houses having concrete as material of wall,Houses having any other material of wall
1341,India,33,Tamil Nadu,584,Salem,2011,Urban,463935,9738,310,73742,882,13213,47316,533,278019,38265,1917
1342,India,33,Tamil Nadu,585,Sivaganga,2011,Rural,236937,9859,277,70040,789,5203,31023,179,105771,13009,787
1343,India,33,Tamil Nadu,585,Sivaganga,2011,Urban,102549.3242,1272.5551,49.90975409,13806.76328,311.6429992,2034.459557,16050.54588,137.6349836,57483.60327,11238.7142,163.4951746
1344,India,33,Tamil Nadu,586,Thanjavur,2011,Rural,391191,36616,594,144045,778,13559,74378,246,99170,19875,1930
1345,India,33,Tamil Nadu,586,Thanjavur,2011,Urban,216356.6758,7264.4449,163.0902459,45621.23672,406.3570008,6966.540443,59483.45412,132.3650164,70589.39673,25258.2858,471.5048254
1346,India,33,Tamil Nadu,587,The Nilgiris,2011,Rural,84366,1363,315,20978,347,4428,12512,214,36780,7027,402
1347,India,33,Tamil Nadu,587,The Nilgiris,2011,Urban,113252.0998,880.6172805,294.9569066,31081.97193,756.5054407,4573.258125,14090.4794,850.7068141,51894.97512,8293.104409,535.5243873
1348,India,33,Tamil Nadu,588,Theni,2011,Rural,158207,4754,137,35152,195,3036,7327,420,95603,10648,935
1349,India,33,Tamil Nadu,588,Theni,2011,Urban,182270.0775,5668.489114,165.3121901,32102.55071,242.4948687,2702.715792,7376.143019,640.7573717,114152.7649,18321.84667,897.0029018
1350,India,33,Tamil Nadu,589,Thiruvallur,2011,Rural,325019.8846,20062.96816,561.6553663,67464.48633,741.2254657,13119.59098,102353.959,628.4953478,93474.21761,26085.54977,527.7365698
1351,India,33,Tamil Nadu,589,Thiruvallur,2011,Urban,266965.7286,6797.996528,265.2133175,10982.18299,468.5870765,7779.155156,88751.08908,1034.723879,92405.28439,58140.50766,340.988551
1352,India,33,Tamil Nadu,590,Thiruvarur,2011,Rural,262679,24777,399,99652,645,13047,64340,88,44720,14398,613
1353,India,33,Tamil Nadu,590,Thiruvarur,2011,Urban,65292,2976,86,13597,192,2396,19525,42,18664,7756,58
1354,India,33,Tamil Nadu,591,Tiruchirappalli,2011,Rural,358811,20333,458,108442,789,8762,38190,515,161361,18647,1314
1355,India,33,Tamil Nadu,591,Tiruchirappalli,2011,Urban,342041,7382,246,39797,439,5973,44056,538,201590,40614,1406
1356,India,33,Tamil Nadu,592,Tirunelveli,2011,Rural,194103.9653,3451.731316,163.5151495,50488.05828,402.3575027,3859.141253,12004.58412,189.6959459,117385.5048,5812.136802,347.2400366
1357,India,33,Tamil Nadu,592,Tirunelveli,2011,Urban,239460.002,2492.556278,219.7543578,51421.91766,365.4545074,3380.002643,8765.489577,259.4907622,160563.9731,11621.69416,369.6689745
1358,India,33,Tamil Nadu,593,Tiruvannamalai,2011,Rural,477106,16170,594,147184,637,14821,94073,244,177245,24896,1242
1359,India,33,Tamil Nadu,593,Tiruvannamalai,2011,Urban,116158,2597,90,18364,237,3368,22470,99,54921,13794,218
1360,India,33,Tamil Nadu,594,Tuticorin,2011,Rural,232436.9315,10607.79078,157.5270058,72246.55235,477.4429622,4959.183517,17902.6525,177.9471733,117481.1128,8047.490743,379.2316807
1361,India,33,Tamil Nadu,594,Tuticorin,2011,Urban,225287,10621,105,25596,382,4161,15461,303,155623,11759,1276
1362,India,33,Tamil Nadu,595,Vellore,2011,Rural,189083.2623,6513.422671,160.9078415,51125.03371,185.5545569,5809.5829,35105.02084,147.880292,79296.93353,10491.75462,247.1713452
1363,India,33,Tamil Nadu,595,Vellore,2011,Urban,180080.4816,4590.415253,110.2733185,24351.9476,143.0323378,6272.660103,43415.38985,161.9495179,82004.5918,18697.55631,332.665534
1364,India,33,Tamil Nadu,596,Villupuram,2011,Rural,407724.1286,26833.11417,644.6967432,146931.7603,538.4411689,11673.18964,84540.03904,379.0578074,113248.7432,22176.97103,758.1156147
1365,India,33,Tamil Nadu,596,Villupuram,2011,Urban,75036.30122,3158.648464,101.4330033,10262.66966,113.1843879,2114.630722,21456.17268,100.1960155,28149.51391,9451.824129,128.028242
1366,India,33,Tamil Nadu,597,Virudhunagar,2011,Rural,266882,3769,190,67879,429,4818,17840,313,155917,15098,629
1367,India,33,Tamil Nadu,597,Virudhunagar,2011,Urban,273250,1781,116,31317,325,3519,12664,426,201292,21223,587
1368,India,33,Tamil Nadu,610,Ariyalur,2011,Rural,176818,9169,262,77886,278,4292,29336,120,50522,4490,463
1369,India,33,Tamil Nadu,610,Ariyalur,2011,Urban,21288,625,17,6741,51,451,4302,16,8146,870,69
1370,India,33,Tamil Nadu,634,Tiruppur,2011,Rural,282450.4594,18883.89912,356.1305855,66862.76926,1492.356739,20657.56909,73726.01416,783.0882623,84563.55668,8870.345005,6254.730452
1371,India,33,Tamil Nadu,634,Tiruppur,2011,Urban,417566,12286,251,47034,1333,17483,87271,1889,208374,24218,17427
1372,India,33,Tamil Nadu,729,Kallakurichi,2011,Rural,275297.8714,18117.88583,435.3032568,99209.23975,363.5588311,7881.810358,57081.96096,255.9421926,76466.25682,14974.02897,511.8843853
1373,India,33,Tamil Nadu,729,Kallakurichi,2011,Urban,46284.69878,1948.351536,62.56699665,6330.330338,69.81561212,1304.369278,13234.82732,61.8039845,17363.48609,5830.175871,78.97175797
1374,India,33,Tamil Nadu,730,Chengalpattu,2011,Rural,214568.2113,11279.36461,324.4466798,52172.96311,357.1334722,8373.871956,56076.61355,457.6150931,62847.62206,21954.02356,724.5572308
1375,India,33,Tamil Nadu,730,Chengalpattu,2011,Urban,332044.109,7814.293434,235.2701665,17934.02676,387.9620627,9316.802467,88654.26525,1014.310453,139817.4764,66150.90753,718.7945044
1376,India,33,Tamil Nadu,731,Ranipet,2011,Rural,174600.7404,6014.537758,148.5833697,47209.19572,171.3423103,5364.607439,32416.20942,136.5536439,73223.31513,9688.155907,228.2396619
1377,India,33,Tamil Nadu,731,Ranipet,2011,Urban,114077.8812,2907.948942,69.85624658,15426.53907,90.60852066,3973.622059,27502.90116,102.5922282,51948.49547,11844.57965,210.7378819
1378,India,33,Tamil Nadu,732,Tirupathur,2011,Rural,173337.9973,5971.039571,147.5087888,46867.77057,170.1031328,5325.809661,32181.76974,135.5660641,72693.75133,9618.089472,226.5889929
1379,India,33,Tamil Nadu,732,Tirupathur,2011,Urban,96137.63715,2450.635805,58.87043495,13000.51333,76.35914157,3348.717837,23177.70898,86.45825384,43778.91274,9981.864041,177.5965841
1380,India,33,Tamil Nadu,733,Tenkasi,2011,Rural,235093.1033,4364.477901,196.9578447,61484.38937,487.1995352,4683.67523,14639.76338,228.3568808,141518.3824,7070.372454,419.5282827
1381,India,33,Tamil Nadu,733,Tenkasi,2011,Urban,158269.998,1647.443722,145.2456422,33987.08234,241.5454926,2233.997357,5793.510423,171.5092378,106124.0269,7681.305838,244.3310255
1382,India,33,Tamil Nadu,735,Mayiladuthurai,2011,Rural,185960.2488,21035.69635,227.748681,55402.74227,906.9688635,11711.80338,64106.65272,66.13913716,23415.55505,8648.123526,438.818797
1383,India,33,Tamil Nadu,735,Mayiladuthurai,2011,Urban,43950.77229,2259.639329,43.79527446,6072.780698,120.0679435,2663.146353,18701.07428,33.95363975,9020.842375,4970.025529,65.44687082
1384,India,34,Puducherry,598,Karaikal,2011,Rural,25858,2044,26,4057,26,1370,3007,29,14911,337,51
1385,India,34,Puducherry,598,Karaikal,2011,Urban,24210,1130,49,1006,13,691,6309,30,14284,611,87
1386,India,34,Puducherry,599,Mahe,2011,Rural,0,0,0,0,0,0,0,0,0,0,0
1387,India,34,Puducherry,599,Mahe,2011,Urban,7197,20,5,40,5,216,6878,1,19,11,2
1388,India,34,Puducherry,600,Pondicherry,2011,Rural,69275,7182,104,11071,99,1568,6166,50,40831,2121,83
1389,India,34,Puducherry,600,Pondicherry,2011,Urban,161428,7366,184,6009,73,1027,7629,411,135520,3010,199
1390,India,34,Puducherry,601,Yanam,2011,Rural,0,0,0,0,0,0,0,0,0,0,0
1391,India,34,Puducherry,601,Yanam,2011,Urban,13308,754,8,443,198,16,448,8,11389,30,14
1392,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,Rural,23485,5325,227,457,5089,260,589,1401,1445,8608,84
1393,India,35,Andaman And Nicobar Islands,602,South Andamans,2011,Urban,33605,1075,75,248,5888,239,487,1139,1784,22653,17
1394,India,35,Andaman And Nicobar Islands,603,Nicobars,2011,Rural,9959,254,50,3,6454,24,91,1892,55,1091,45
1395,India,35,Andaman And Nicobar Islands,603,Nicobars,2011,Urban,0,0,0,0,0,0,0,0,0,0,0
1396,India,35,Andaman And Nicobar Islands,632,North And Middle Andaman,2011,Rural,25586,16710,52,90,2678,32,344,668,1583,3403,26
1397,India,35,Andaman And Nicobar Islands,632,North And Middle Andaman,2011,Urban,741,351,0,1,233,1,0,7,15,133,0
1398,India,36,Telangana,501,Adilabad,2011,Rural,120122.9908,14205.94543,456.2123422,19365.45357,7246.933056,3286.249572,16608.66377,153.0845859,57633.8121,588.0070189,578.6293207
1399,India,36,Telangana,501,Adilabad,2011,Urban,37002.34201,1352.153111,132.3437025,4250.39696,336.6857085,808.6283456,7239.575082,132.3437025,21984.03691,644.2391554,121.9393233
1400,India,36,Telangana,507,Hyderabad,2011,Rural,0,0,0,0,0,0,0,0,0,0,0
1401,India,36,Telangana,507,Hyderabad,2011,Urban,881512,4723,2867,54426,2381,24554,189543,7510,521659,70977,2872
1402,India,36,Telangana,508,Karimnagar,2011,Rural,184803.5906,6972.973505,590.3177258,61036.77461,750.6387175,3325.918352,23456.09917,226.873996,86117.60828,1710.585396,615.8008464
1403,India,36,Telangana,508,Karimnagar,2011,Urban,74934.8685,825.6897262,385.2791347,6824.76151,123.4047145,1395.915667,12760.36801,164.1122437,51141.79848,1117.694129,195.8448846
1404,India,36,Telangana,509,Khammam,2011,Rural,297347.2537,58866.52186,1186.839546,36514.46275,4374.70393,3439.727259,32161.86107,443.5870628,153864.5721,3330.244009,3164.73412
1405,India,36,Telangana,509,Khammam,2011,Urban,82320.91956,2617.682172,307.6762381,5083.473542,295.0186714,1410.345035,16214.82985,216.1522939,52084.42672,3297.296141,794.0188994
1406,India,36,Telangana,512,Mahabubnagar,2011,Rural,137140.1123,5775.727228,417.410258,25081.43338,892.5446771,19994.17077,28967.69435,244.9214327,53320.07121,1800.369504,645.7695253
1407,India,36,Telangana,512,Mahabubnagar,2011,Urban,52567.12975,505.5965175,190.8232854,5155.636266,126.9315604,1947.419779,7896.165325,69.85495271,35521.24345,1015.878428,137.5801812
1408,India,36,Telangana,513,Medak,2011,Rural,158642.5294,4396.055517,447.4822313,68352.21309,1272.362852,21350.76343,25954.27952,252.1157686,34999.43664,1243.212935,374.6074396
1409,India,36,Telangana,513,Medak,2011,Urban,11547.88889,73.74254384,34.2296369,1878.68618,29.02077911,550.6506805,2482.541622,34.08081239,6040.265904,407.5559159,17.11481845
1410,India,36,Telangana,514,Nalgonda,2011,Rural,314048.1887,10441.2658,1197.670761,75257.56864,1134.474887,10058.60389,43969.5096,694.7187747,162599.4958,4381.871117,4313.009407
1411,India,36,Telangana,514,Nalgonda,2011,Urban,86860.83253,747.6639982,269.7872342,9382.538157,200.797983,2141.471227,12816.29584,190.1411068,58735.0927,1408.390322,968.6539572
1412,India,36,Telangana,516,Nizamabad,2011,Rural,266861.6232,10887.83936,892.0393759,118426.7324,2681.884381,9641.175414,31864.31539,339.6323157,88187.92377,3482.240331,457.8405071
1413,India,36,Telangana,516,Nizamabad,2011,Urban,100777.4798,1602.243297,270.9792006,16545.48584,416.7092939,1786.572171,19134.75512,454.5203452,57772.13538,2575.090136,218.9890051
1414,India,36,Telangana,518,Ranga Reddy,2011,Rural,237829.5774,5626.585418,846.6145231,43291.35994,1665.474235,41491.03438,56113.29298,455.6956816,83873.23542,3115.605338,1350.679481
1415,India,36,Telangana,518,Ranga Reddy,2011,Urban,336604.4352,1686.131298,1522.782969,16767.79426,746.3435939,12011.15095,96767.42218,1396.122325,187014.9866,17333.088,1358.612957
1416,India,36,Telangana,522,Warangal,2011,Rural,131279.3646,9695.794629,702.6346511,39701.57494,742.6874428,2183.58159,13009.71028,212.3401767,62762.72448,1286.318549,981.997841
1417,India,36,Telangana,522,Warangal,2011,Urban,87673.37649,1058.911872,1431.423267,8839.354046,395.8861134,1465.557777,12732.17232,281.6097096,58663.12408,2382.366199,422.9711053
1418,India,36,Telangana,680,Nirmal,2011,Rural,133058.6192,15735.73445,505.3402676,21450.85213,8027.330152,3640.134395,18397.19319,169.5697343,63840.1975,651.3274561,640.9399061
1419,India,36,Telangana,680,Nirmal,2011,Urban,33151.07373,1211.418658,118.5691392,3808.008233,301.6428729,724.4648974,6486.067485,118.5691392,19695.90002,577.1856208,109.247666
1420,India,36,Telangana,681,Jagitial,2011,Rural,201840.2171,7615.796218,644.7377865,66663.6173,819.8384092,3632.527269,25618.46409,247.7889984,94056.5965,1868.280409,672.5701386
1421,India,36,Telangana,681,Jagitial,2011,Urban,53001.97644,584.016337,272.5107287,4827.203357,87.28505037,987.341284,9025.500922,116.0777813,36172.9653,790.5531705,138.5225085
1422,India,36,Telangana,682,Peddapalli,2011,Rural,133986.0947,5055.537533,427.9915041,44252.81477,544.2272521,2411.353642,17006.11506,164.4879335,62436.89303,1240.206731,446.467248
1423,India,36,Telangana,682,Peddapalli,2011,Urban,76712.85796,845.2809747,394.4207033,6986.693522,126.3327544,1429.036741,13063.13494,168.0061565,52355.24665,1144.213804,200.4917219
1424,India,36,Telangana,683,Rajanna Sircilla,2011,Rural,110514.5299,4174.084974,353.2181582,36654.99598,457.0332596,2013.592069,14016.77132,135.7343379,51314.93648,1028.106207,366.0570926
1425,India,36,Telangana,683,Rajanna Sircilla,2011,Urban,29133.2971,321.0129621,149.7894334,2653.341611,47.97748075,542.7063082,4960.996126,63.80381856,19882.98957,434.5388971,76.14088503
1426,India,36,Telangana,684,Mancherial,2011,Rural,119984.7168,14189.59293,455.6871948,19343.16194,7238.591089,3282.46676,16589.54549,152.9083698,57567.46963,587.3301622,577.9632587
1427,India,36,Telangana,684,Mancherial,2011,Urban,87720.42794,3205.511952,313.743552,10076.29842,798.1714893,1916.992835,17162.66025,313.743552,52116.94778,1527.279933,289.0781785
1428,India,36,Telangana,685,Kamareddy,2011,Rural,194257.3199,7925.615039,649.3446915,86206.69903,1952.231519,7018.1275,23195.07928,247.2294915,64194.8794,2534.83684,333.2771073
1429,India,36,Telangana,685,Kamareddy,2011,Urban,27156.5202,431.7567034,73.0207994,4458.514159,112.2907061,481.4278286,5156.244878,122.4796548,15567.86462,693.9098641,59.01099486
1430,India,36,Telangana,686,Hanumakonda,2011,Rural,135412.744,8509.406913,635.6519797,42101.94393,700.1897412,2308.653391,14568.28929,202.9292268,64239.61069,1304.434332,841.6344718
1431,India,36,Telangana,686,Hanumakonda,2011,Urban,101151.5605,1221.700276,1651.478509,10198.24365,456.7463892,1690.860579,14689.5118,324.9020707,67681.5104,2748.611589,487.995205
1432,India,36,Telangana,687,Jayashankar Bhupalapally,2011,Rural,101839.1214,6288.687355,471.4244951,31748.93071,521.6882285,1740.444938,11041.74259,151.4187642,48275.20517,979.3540496,620.2251103
1433,India,36,Telangana,687,Jayashankar Bhupalapally,2011,Urban,10230.91298,123.5681303,167.037788,1031.495143,46.19733535,171.0210634,1485.761724,32.86202205,6845.605147,278.006645,49.35797778
1434,India,36,Telangana,688,Mahabubabad,2011,Rural,179089.1699,15911.0443,929.0937337,50275.69101,1208.993161,2869.267182,17943.64021,286.953569,86471.37162,1785.084753,1408.030379
1435,India,36,Telangana,688,Mahabubabad,2011,Urban,17972.21885,217.0669897,293.4283273,1811.98457,81.15293552,300.4255813,2609.975759,57.72734588,12025.38954,488.3626982,86.70510449
1436,India,36,Telangana,689,Jangoan,2011,Rural,116007.1281,8567.845319,620.8944431,35082.93709,656.2877385,1929.557093,11496.24034,187.6378222,55461.29386,1136.676135,867.758232
1437,India,36,Telangana,689,Jangoan,2011,Urban,16312.8075,197.0247551,266.3354958,1644.680366,73.65992069,272.6866792,2368.991414,52.39726317,10915.06098,443.2711816,78.69944666
1438,India,36,Telangana,690,Bhadradri Kothagudem,2011,Rural,189934.0934,37601.6907,758.10787,23324.0472,2794.394145,2197.166681,20543.77113,283.3465101,98282.82471,2127.232954,2021.511544
1439,India,36,Telangana,690,Bhadradri Kothagudem,2011,Urban,86775.08044,2759.317828,324.3237619,5358.526458,310.9813286,1486.654965,17092.17015,227.8477061,54902.57328,3475.703859,836.9811006
1440,India,36,Telangana,691,Sangareddy,2011,Rural,211865.4457,5875.076256,597.774957,91287.80411,1699.87696,28482.20583,34647.52183,336.5966645,46776.54505,1661.96641,500.0776473
1441,India,36,Telangana,691,Sangareddy,2011,Urban,113737.4355,726.3048598,337.1344455,18503.55075,285.8313777,5423.467167,24451.04211,335.6686436,59491.77032,4014.098605,168.5672228
1442,India,36,Telangana,692,Siddipet,2011,Rural,208849.8778,7392.073177,669.781655,82483.05338,1449.011558,20207.64284,30978.63715,317.5358461,62940.46901,1746.375701,665.2975297
1443,India,36,Telangana,692,Siddipet,2011,Urban,29902.6756,190.9525963,88.63591757,4864.763067,75.14784315,1425.882152,6428.416265,88.25054401,15640.96378,1055.345479,44.31795878
1444,India,36,Telangana,693,Wanaparthy,2011,Rural,105020.1867,4904.046931,306.1968064,19229.52329,670.6101902,14564.22031,21539.01411,184.1659037,41773.75297,1379.425009,469.231212
1445,India,36,Telangana,693,Wanaparthy,2011,Urban,19097.29362,183.6799003,69.32484863,1873.008857,46.11340378,707.4848391,2868.625098,25.37784637,12904.63488,369.0619732,49.98197792
1446,India,36,Telangana,694,Nagarkurnool,2011,Rural,178978.5625,8357.624355,521.8298116,32771.53226,1142.874066,24820.78252,36707.436,313.861075,71192.08688,2350.857611,799.6779517
1447,India,36,Telangana,694,Nagarkurnool,2011,Urban,18591.31449,178.8133365,67.48810004,1823.383846,44.89163798,688.7401638,2792.621425,24.70546519,12562.72905,359.2837469,48.65771499
1448,India,36,Telangana,695,Jogulamba Gadwal,2011,Rural,120259.2376,5615.653176,350.6277758,22019.84097,767.9196992,16677.5749,24664.45258,210.8894666,47835.37185,1579.587745,537.3194389
1449,India,36,Telangana,695,Jogulamba Gadwal,2011,Urban,12872.18738,123.806134,46.72716768,1262.467941,31.08191064,476.8674344,1933.545166,17.10548102,8698.137101,248.7595868,33.68945348
1450,India,36,Telangana,696,Suryapet,2011,Rural,245822.4181,8172.940647,937.4813582,58908.14903,888.0145471,7873.410577,34417.30142,543.7937718,127275.3758,3429.926338,3376.024571
1451,India,36,Telangana,696,Suryapet,2011,Urban,40089.09268,345.0711955,124.5155627,4330.345805,92.67478468,988.3584578,5915.136396,87.75629052,27108.15112,650.0178333,447.0652322
1452,India,36,Telangana,697,Yadadri Bhuvanagiri,2011,Rural,160698.3933,5342.793553,612.8478809,38509.28233,580.5105655,5146.985532,22499.18898,355.4874535,83202.12841,2242.202545,2206.966022
1453,India,36,Telangana,697,Yadadri Bhuvanagiri,2011,Urban,27913.07479,240.2648063,86.69720317,3015.116039,64.5272323,688.1703154,4118.56776,61.10260265,18874.75618,452.5918444,311.2808105
1454,India,36,Telangana,698,Vikarabad,2011,Rural,170865.4583,2803.253026,642.8841275,31044.20666,1229.736924,31732.90436,41972.81846,336.1249254,57831.51129,2236.498585,1035.519971
1455,India,36,Telangana,698,Vikarabad,2011,Urban,26358.66612,127.3301249,120.158226,1263.757996,58.24275983,939.1717319,7717.801894,112.2055155,14521.9964,1390.162715,107.8387544
1456,India,36,Telangana,699,Kumuram Bheem Asifabad,2011,Rural,100782.6732,11918.72719,382.7601953,16247.53236,6080.145703,2757.149274,13934.59756,128.43731,48354.52077,493.3353629,485.4675144
1457,India,36,Telangana,699,Kumuram Bheem Asifabad,2011,Urban,19947.15632,728.9162798,71.34360633,2291.296388,181.4999293,435.9139217,3902.697182,71.34360633,11851.11529,347.2952912,65.73483225
1458,India,36,Telangana,700,Medchal Malkajgiri,2011,Rural,48619.85214,463.6351292,192.2726213,8818.039256,358.8720857,9548.343951,12390.61087,97.99968494,15801.9661,635.8937303,312.2187146
1459,India,36,Telangana,700,Medchal Malkajgiri,2011,Urban,561058.6281,2710.291365,2557.633573,26899.7803,1239.729005,19990.7841,164277.6354,2388.355779,309108.6379,29590.37388,2295.406882
1460,India,36,Telangana,720,Mulugu,2011,Rural,75747.51948,7553.566505,383.9369492,20072.35002,571.4599692,1179.964891,7649.596464,120.5357875,36835.252,764.3218192,616.535086
1461,India,36,Telangana,720,Mulugu,2011,Urban,2958.123717,35.72797637,48.29661277,298.2422246,13.35730581,49.44832049,429.5869787,9.501588671,1979.309861,80.38168756,14.27116085
1462,India,36,Telangana,721,Narayanpet,2011,Rural,103980.0129,4855.474736,303.1640762,19039.06423,663.968123,14419.9688,21325.68066,182.3418301,41360.0043,1365.762477,464.5837054
1463,India,36,Telangana,721,Narayanpet,2011,Urban,7730.34534,74.35132376,28.0618307,758.1705331,18.66612846,286.3810044,1161.183521,10.27263445,5223.634619,149.3916657,20.23207883
